time,latitude,longitude,humidity (r),temperature (t),u-component of wind (u),v-component of wind (v)
2024-01-01 00:00:00,32.0,-107.0,,,2.227565457443593,0.5232930776095519
2024-01-01 00:00:00,32.0,-106.25,-0.7056382372092993,0.9122589631097896,,
2024-01-01 00:00:00,32.0,-106.0,-0.7061836341924012,,,0.391376500318786
2024-01-01 00:00:00,32.0,-105.75,-0.7067290311755028,0.9188339690484816,,
2024-01-01 00:00:00,32.0,-105.5,,0.9205246024315784,,
2024-01-01 00:00:00,32.0,-105.0,-0.7072744338775324,,,
2024-01-01 00:00:00,32.0,-103.5,-0.7094560332477949,,,-0.0928442294970195
2024-01-01 00:00:00,32.0,-103.0,-0.7127284265842612,0.9564000736240702,,
2024-01-01 00:00:00,32.0,-102.25,,,2.204931154312036,-0.316786448097009
2024-01-01 00:00:00,32.0,-101.5,-0.7271815181230551,,,-0.4072322400462701
2024-01-01 00:00:00,32.0,-100.75,,,2.094545401782577,
2024-01-01 00:00:00,32.0,-100.25,-0.7348171044811187,1.1000875626277755,,-0.5423084958350186
2024-01-01 00:00:00,32.0,-100.0,,,,-0.5660060845698867
2024-01-01 00:00:00,32.25,-109.5,-0.6800044589060329,,,0.9293117646002924
2024-01-01 00:00:00,32.25,-109.0,,0.798247956227219,,0.842420605905776
2024-01-01 00:00:00,32.25,-108.0,-0.6887308506681556,,2.2491548096826617,
2024-01-01 00:00:00,32.25,-107.75,,0.8423881050615288,2.254030118018286,
2024-01-01 00:00:00,32.25,-106.0,-0.7004569401346574,0.8934773533419458,,
2024-01-01 00:00:00,32.25,-104.5,,,2.2237352782892987,
2024-01-01 00:00:00,32.25,-104.0,,,2.2233867236066818,
2024-01-01 00:00:00,32.25,-103.25,-0.7029112408559348,0.9100057469456276,2.230699240388017,
2024-01-01 00:00:00,32.25,-102.5,,,2.2251277141313617,
2024-01-01 00:00:00,32.25,-101.25,-0.721182116995369,,,-0.4550223823837397
2024-01-01 00:00:00,32.25,-101.0,,,2.1251887961941813,
2024-01-01 00:00:00,32.25,-100.5,,,,-0.5438883350840098
2024-01-01 00:00:00,32.25,-100.0,-0.7296358131254047,1.07473094692124,2.040222575058088,
2024-01-01 00:00:00,32.5,-110.0,,0.7561744576433462,2.0994203535405207,
2024-01-01 00:00:00,32.5,-109.0,-0.6737323621462599,0.7702621074891756,,0.8293869573790267
2024-01-01 00:00:00,32.5,-108.75,,,2.174983977821464,0.7863362620117323
2024-01-01 00:00:00,32.5,-108.25,-0.6786409635888146,0.7922374564295229,2.2004044006590284,
2024-01-01 00:00:00,32.5,-106.75,-0.6890035577380982,0.8448298104993465,,0.4498305525314607
2024-01-01 00:00:00,32.5,-106.5,,0.851967399219109,,
2024-01-01 00:00:00,32.5,-106.25,-0.6914578470215201,0.8576018821494594,,0.3811075452003432
2024-01-01 00:00:00,32.5,-105.25,-0.6944575447258992,,2.203190163787356,
2024-01-01 00:00:00,32.5,-104.75,,0.876195964323613,,
2024-01-01 00:00:00,32.5,-104.5,,,2.1836898218890624,0.1251735868637673
2024-01-01 00:00:00,32.5,-104.25,-0.6941848490938123,,2.179859286157087,
2024-01-01 00:00:00,32.5,-103.0,,,,-0.1852648296073937
2024-01-01 00:00:00,32.5,-102.5,-0.6985480478343374,,2.181252167721251,
2024-01-01 00:00:00,32.5,-102.0,,0.9265351022292744,,
2024-01-01 00:00:00,32.5,-101.75,-0.7067290311755028,,,
2024-01-01 00:00:00,32.5,-101.25,,0.9716138507119952,,-0.4597619001307134
2024-01-01 00:00:00,32.5,-100.75,-0.716273521271742,,2.064250116331489,
2024-01-01 00:00:00,32.5,-100.5,-0.7181824250099177,,,-0.5557371294514438
2024-01-01 00:00:00,32.5,-100.25,-0.7200913230291656,1.0215760100703513,,-0.587333914431268
2024-01-01 00:00:00,32.5,-100.0,-0.7220002267673411,,,
2024-01-01 00:00:00,32.75,-109.75,-0.6611881800645693,,,
2024-01-01 00:00:00,32.75,-108.25,,0.7567380021043767,2.098027382831937,
2024-01-01 00:00:00,32.75,-107.75,-0.6726415681800564,0.77439444631009,,
2024-01-01 00:00:00,32.75,-106.75,-0.6791863605719165,,2.1276260046398936,
2024-01-01 00:00:00,32.75,-105.75,-0.6840949562955435,,,
2024-01-01 00:00:00,32.75,-105.5,-0.6851857559806748,0.8356255715291468,,0.2732835114012075
2024-01-01 00:00:00,32.75,-102.75,,,,-0.2204162539085452
2024-01-01 00:00:00,32.75,-102.5,,,2.087232885001243,
2024-01-01 00:00:00,32.75,-102.25,,,,-0.3077023714042124
2024-01-01 00:00:00,32.75,-101.5,,0.9053098636636826,,
2024-01-01 00:00:00,32.75,-100.5,-0.7091833318967802,,1.949685719109539,
2024-01-01 00:00:00,32.75,-100.0,,,1.8939704565429856,
2024-01-01 00:00:00,33.0,-110.0,-0.6489166936149656,0.6795420277426686,,
2024-01-01 00:00:00,33.0,-109.0,,,,0.8025296901461761
2024-01-01 00:00:00,33.0,-108.5,,0.7077154040744023,1.9242652962719744,
2024-01-01 00:00:00,33.0,-107.75,-0.6617335770476711,,,0.5801672905732354
2024-01-01 00:00:00,33.0,-106.25,,,1.977891459353332,
2024-01-01 00:00:00,33.0,-105.25,,,1.968141288404185,0.232207690927436
2024-01-01 00:00:00,33.0,-104.5,-0.6775501639036834,,,0.1133247924963331
2024-01-01 00:00:00,33.0,-104.25,-0.6767320655695668,0.8010656785323768,1.9368016760715496,
2024-01-01 00:00:00,33.0,-104.0,,0.7958062507894014,1.9336673582606048,
2024-01-01 00:00:00,33.0,-103.0,,0.7847248125223854,1.947596173902244,
2024-01-01 00:00:00,33.0,-102.0,,0.8217264109569675,,
2024-01-01 00:00:00,33.0,-101.75,,0.836940188044898,,
2024-01-01 00:00:00,33.0,-101.25,-0.6909124500384183,,,-0.4336945525223584
2024-01-01 00:00:00,33.0,-101.0,-0.6939121477427975,,,
2024-01-01 00:00:00,33.0,-100.25,-0.7023658324349776,,,-0.5782498438050541
2024-01-01 00:00:00,33.25,-109.75,-0.6371906041484638,,1.6317601677975704,
2024-01-01 00:00:00,33.25,-108.5,-0.6440080978913387,,,
2024-01-01 00:00:00,33.25,-108.25,-0.6459169959105866,,,
2024-01-01 00:00:00,33.25,-107.75,,,1.7578161722154466,0.5691084158302969
2024-01-01 00:00:00,33.25,-107.0,,0.7056487538239598,1.7769684051532242,
2024-01-01 00:00:00,33.25,-106.25,-0.6595519833963362,,1.7895038935085978,
2024-01-01 00:00:00,33.25,-106.0,,,,0.327393010734642
2024-01-01 00:00:00,33.25,-105.75,,,1.7922896566369255,0.2954012608870844
2024-01-01 00:00:00,33.25,-105.25,-0.6669148741223128,,,
2024-01-01 00:00:00,33.25,-104.25,-0.666642172771298,,1.755030409087119,
2024-01-01 00:00:00,33.25,-104.0,-0.6652786774540798,0.75016395784565,1.7532889728403382,
2024-01-01 00:00:00,33.25,-103.75,-0.663642475066919,0.743214858399543,1.755030409087119,
2024-01-01 00:00:00,33.25,-102.0,,,,-0.3080973312164602
2024-01-01 00:00:00,33.25,-101.5,,,,-0.3784001788076661
2024-01-01 00:00:00,33.25,-101.0,,,,-0.4467282212710503
2024-01-01 00:00:00,33.5,-109.5,-0.6246464163478455,,1.4189973974410193,0.8763870992042312
2024-01-01 00:00:00,33.5,-109.25,,,1.4388462940219295,
2024-01-01 00:00:00,33.5,-108.25,-0.6331001067589533,0.6188725236247118,,
2024-01-01 00:00:00,33.5,-106.5,-0.6459169959105866,,1.575348687309985,0.389401675980119
2024-01-01 00:00:00,33.5,-106.0,,0.689495415407653,1.584054174799904,
2024-01-01 00:00:00,33.5,-105.25,,,,0.2168042633052574
2024-01-01 00:00:00,33.5,-104.75,,0.7174822258256617,,
2024-01-01 00:00:00,33.5,-103.5,,,1.567339596029938,
2024-01-01 00:00:00,33.5,-103.25,,,1.5774382325172815,-0.0940291139892485
2024-01-01 00:00:00,33.5,-102.25,-0.6560068887088553,,1.5945004745256617,
2024-01-01 00:00:00,33.75,-109.25,,0.5411110814420373,,0.836891117979451
2024-01-01 00:00:00,33.75,-107.0,,,1.3479608833907646,0.4549650250351965
2024-01-01 00:00:00,33.75,-106.25,-0.6366452071653621,0.6335227562516064,,
2024-01-01 00:00:00,33.75,-105.75,-0.6418264985210761,0.6545595055435428,1.3698984337347704,0.2851322855466992
2024-01-01 00:00:00,33.75,-105.25,-0.6450988918575422,,1.3591039359040753,0.2065353081868145
2024-01-01 00:00:00,33.75,-105.0,-0.645371593208557,,,0.1666443418723585
2024-01-01 00:00:00,33.75,-104.5,-0.6440080978913387,,,
2024-01-01 00:00:00,33.75,-103.75,-0.6396448991508135,,,
2024-01-01 00:00:00,33.75,-103.5,,,,-0.0501885697742569
2024-01-01 00:00:00,33.75,-103.25,,0.6389687499083013,1.3820862588517286,-0.0873147921255503
2024-01-01 00:00:00,33.75,-103.0,-0.6393722035187265,0.6414114170260842,,
2024-01-01 00:00:00,33.75,-102.75,-0.640735693117017,,1.3998456102253425,
2024-01-01 00:00:00,33.75,-101.5,,,1.367461225289058,
2024-01-01 00:00:00,33.75,-101.25,-0.6620062726797582,0.7360772696797859,1.3448265655798215,-0.3827447357312948
2024-01-01 00:00:00,33.75,-100.5,-0.6740050692162025,0.7905487464063619,,-0.5079469972249453
2024-01-01 00:00:00,33.75,-100.0,,0.8132732440414886,,
2024-01-01 00:00:00,34.0,-110.0,-0.5946494450229817,,0.9485519834362616,
2024-01-01 00:00:00,34.0,-109.5,-0.5962856474101426,,,
2024-01-01 00:00:00,34.0,-109.25,,0.4896467779742426,,
2024-01-01 00:00:00,34.0,-109.0,,0.4949062057172207,,
2024-01-01 00:00:00,34.0,-105.5,-0.632009307073822,0.6149267507175169,1.157832416165772,
2024-01-01 00:00:00,34.0,-105.25,-0.6325547097758516,,,0.1962663530683717
2024-01-01 00:00:00,34.0,-104.75,,0.6119224624986395,,0.1204340691167936
2024-01-01 00:00:00,34.0,-104.0,,0.5957700857623035,1.1571356633782193,
2024-01-01 00:00:00,34.0,-102.0,,,1.2013602101930476,
2024-01-01 00:00:00,34.0,-101.25,-0.6538252893385927,,,
2024-01-01 00:00:00,34.0,-100.5,-0.6652786774540798,,1.0331696498897391,
2024-01-01 00:00:00,34.0,-100.25,,0.7593681968158497,0.9875526672328488,
2024-01-01 00:00:00,34.25,-109.25,,,0.8325947046501476,
2024-01-01 00:00:00,34.25,-108.5,,0.4575285904152902,0.8893547398203498,
2024-01-01 00:00:00,34.25,-108.0,,0.4708642065264363,,0.6208481765121872
2024-01-01 00:00:00,34.25,-107.5,-0.597376441376346,,,
2024-01-01 00:00:00,34.25,-106.75,-0.6071936328236001,,0.979195377847866,
2024-01-01 00:00:00,34.25,-106.5,,0.5354765985116842,,0.398090812071513
2024-01-01 00:00:00,34.25,-106.25,,0.5471215812397334,0.9826773588972256,
2024-01-01 00:00:00,34.25,-104.75,-0.6170108242708541,,,
2024-01-01 00:00:00,34.25,-104.25,,0.5482486701617971,,
2024-01-01 00:00:00,34.25,-104.0,-0.6137384252154602,0.544868365075574,0.9795435759528018,
2024-01-01 00:00:00,34.25,-103.25,-0.6151019262516062,0.5495642483575163,1.0126245353877978,
2024-01-01 00:00:00,34.25,-102.25,-0.6265553143670933,0.5914492576677336,1.0237675879011083,-0.2263406500811652
2024-01-01 00:00:00,34.25,-102.0,-0.6309185131076185,0.6085411957324458,,
2024-01-01 00:00:00,34.25,-101.75,,0.6273247288602201,,-0.3073074115919646
2024-01-01 00:00:00,34.25,-101.25,,,,-0.3934086516730826
2024-01-01 00:00:00,34.25,-100.75,-0.6524617825835188,,,
2024-01-01 00:00:00,34.25,-100.5,-0.6546433819537815,0.7041466097145183,0.82980894152182,-0.5316445859598133
2024-01-01 00:00:00,34.25,-100.25,-0.6557341873578405,,0.7834957409438988,
2024-01-01 00:00:00,34.5,-109.75,-0.5709245704578911,,,
2024-01-01 00:00:00,34.5,-109.5,,,0.6731096318367593,
2024-01-01 00:00:00,34.5,-109.25,,0.4002403530635217,,0.8858661346981784
2024-01-01 00:00:00,34.5,-109.0,,,0.707235363875403,
2024-01-01 00:00:00,34.5,-108.0,,0.4242823522543061,0.7744417879157829,0.6394112118555498
2024-01-01 00:00:00,34.5,-107.75,-0.581287153169319,,,0.5999152306307697
2024-01-01 00:00:00,34.5,-105.0,,,0.7963797839818881,
2024-01-01 00:00:00,34.5,-102.75,,0.5292785711203006,0.8583627907261288,
2024-01-01 00:00:00,34.5,-102.5,-0.6131930282323583,0.542238170364101,,
2024-01-01 00:00:00,34.5,-102.25,,,,-0.2279204893301563
2024-01-01 00:00:00,34.5,-101.75,-0.6265553143670933,0.5914492576677336,0.8204068795331894,
2024-01-01 00:00:00,34.5,-101.5,-0.6309185131076185,0.6085411957324458,0.7960312292992726,
2024-01-01 00:00:00,34.5,-100.5,-0.6418264985210761,,,-0.5442832999517431
2024-01-01 00:00:00,34.75,-110.0,-0.562470880046783,,0.5411343487793925,
2024-01-01 00:00:00,34.75,-109.75,-0.5613800803616518,,,
2024-01-01 00:00:00,34.75,-109.5,,0.3645533711446907,,0.962488388829108
2024-01-01 00:00:00,34.75,-108.5,-0.561925494501537,,0.6260996784712853,
2024-01-01 00:00:00,34.75,-108.25,-0.5638343753640014,,,
2024-01-01 00:00:00,34.75,-107.0,-0.5818325673092041,,,0.503940041753924
2024-01-01 00:00:00,34.75,-106.5,-0.5891954580351808,,0.6863416946908449,
2024-01-01 00:00:00,34.75,-106.25,,,0.6793777325921264,
2024-01-01 00:00:00,34.75,-106.0,-0.5927405641605171,,0.6713685521676596,
2024-01-01 00:00:00,34.75,-105.75,,,,0.2756532500527519
2024-01-01 00:00:00,34.75,-105.25,-0.5911043503355008,0.4648537067287402,0.6563950530667934,
2024-01-01 00:00:00,34.75,-105.0,,0.4603453510404828,,
2024-01-01 00:00:00,34.75,-103.25,-0.5938313352510097,,0.7061905912717553,-0.0644071230151778
2024-01-01 00:00:00,34.75,-102.0,,,0.6797258415526425,
2024-01-01 00:00:00,34.75,-100.75,,0.5910742024803586,,
2024-01-01 00:00:00,34.75,-100.5,-0.626828015718108,,0.4836777391104785,-0.5474429784497254
2024-01-01 00:00:00,34.75,-100.0,-0.6238283122948011,0.580181253486998,,
2024-01-01 00:00:00,35.0,-109.25,-0.5504720835103387,,,
2024-01-01 00:00:00,35.0,-109.0,-0.54965399089515,0.3298049888742652,0.512580053852983,0.87480725995524
2024-01-01 00:00:00,35.0,-107.75,,,,0.6540248007410026
2024-01-01 00:00:00,35.0,-107.25,-0.5681975569477433,,,
2024-01-01 00:00:00,35.0,-106.75,-0.5763785631646197,,,0.4747129954256442
2024-01-01 00:00:00,35.0,-106.25,,0.4280386742078749,,
2024-01-01 00:00:00,35.0,-105.25,,,0.5421787648053594,
2024-01-01 00:00:00,35.0,-104.0,,0.4186478693239557,,
2024-01-01 00:00:00,35.0,-103.25,-0.5842868451547704,,,-0.0557180071457261
2024-01-01 00:00:00,35.0,-101.25,,,0.462088208582569,-0.4226356777794199
2024-01-01 00:00:00,35.0,-101.0,-0.6104660375979216,,0.4269180605179584,-0.4660812571266782
2024-01-01 00:00:00,35.0,-100.75,,,0.390006476206566,-0.5043923538592295
2024-01-01 00:00:00,35.25,-108.25,,0.3095193116370495,0.4920350284954615,
2024-01-01 00:00:00,35.25,-108.0,,,0.5010888923791562,
2024-01-01 00:00:00,35.25,-106.0,-0.5698337707727598,,,0.3483258555063475
2024-01-01 00:00:00,35.25,-105.5,-0.5676521714024971,,,
2024-01-01 00:00:00,35.25,-104.75,,0.3775129703884911,0.4638291991072489,
2024-01-01 00:00:00,35.25,-104.25,,0.3814577816157126,,
2024-01-01 00:00:00,35.25,-104.0,-0.5676521714024971,,,0.0651396954021013
2024-01-01 00:00:00,35.25,-102.25,-0.5853776562777572,0.4443805018978343,,
2024-01-01 00:00:00,35.25,-102.0,-0.5883773654199919,,0.4300514868847002,-0.270576149052919
2024-01-01 00:00:00,35.25,-101.25,-0.5941040480398798,,,
2024-01-01 00:00:00,35.25,-101.0,,,0.3175766348700468,-0.4506778193935283
2024-01-01 00:00:00,35.25,-100.25,,,0.2259945605957501,-0.5280899425940977
2024-01-01 00:00:00,35.5,-109.25,-0.5327466100729341,,0.4161226712430619,
2024-01-01 00:00:00,35.5,-108.25,,,0.4533823645149705,0.7926556190076972
2024-01-01 00:00:00,35.5,-105.75,-0.5586530668515042,0.3551616045808008,,0.3218635733631728
2024-01-01 00:00:00,35.5,-104.25,,0.3515928102209223,0.4084621346456317,
2024-01-01 00:00:00,35.5,-102.75,-0.5692883852275133,,,
2024-01-01 00:00:00,35.5,-102.25,,,0.3611041614640615,
2024-01-01 00:00:00,35.5,-100.75,-0.577196667217664,0.4145155305030412,0.209628536508401,
2024-01-01 00:00:00,35.5,-100.5,,0.4092561027600658,,
2024-01-01 00:00:00,35.75,-108.0,,0.2777761792654721,,
2024-01-01 00:00:00,35.75,-107.5,,,0.4209979795786863,0.6812770025086727
2024-01-01 00:00:00,35.75,-106.5,-0.5521082916164274,0.3324342219057703,0.3611041614640615,0.4735281412663288
2024-01-01 00:00:00,35.75,-105.75,,,,0.3348972421118646
2024-01-01 00:00:00,35.75,-105.5,-0.5477450928759021,,,
2024-01-01 00:00:00,35.75,-105.25,,,,0.2578800837790289
2024-01-01 00:00:00,35.75,-104.25,-0.5480178056647723,0.3226674001545054,,0.1247786219960338
2024-01-01 00:00:00,35.75,-103.0,-0.5564714846380248,,,
2024-01-01 00:00:00,35.75,-101.25,,0.3713149429971047,,-0.3511479507514707
2024-01-01 00:00:00,35.75,-101.0,,0.3679336762309138,0.1814223505425076,
2024-01-01 00:00:00,35.75,-100.5,-0.5597438951312742,,,
2024-01-01 00:00:00,36.0,-109.5,-0.5155665278997035,,,
2024-01-01 00:00:00,36.0,-109.25,,,,0.9822363288866424
2024-01-01 00:00:00,36.0,-108.5,,,0.4408468761595967,0.8712526469224378
2024-01-01 00:00:00,36.0,-108.0,,,,0.788706071440075
2024-01-01 00:00:00,36.0,-106.5,-0.5439272853995509,,0.3370769767683405,
2024-01-01 00:00:00,36.0,-106.25,,0.3044483731677296,,
2024-01-01 00:00:00,36.0,-105.75,-0.5401095007989106,,,0.3424014836000585
2024-01-01 00:00:00,36.0,-103.75,,,,0.0714590523980661
